NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,MPT,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALLSTAR,TEAM_STANDING
Derrick Walton, TOT, PG,24,26,1,9.5,0.7,1.5, .462,0.4,0.9,0.41700000000000004,0.3,0.6,0.5329999999999999,0.59,0.3,0.3,0.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0,24,248,8.7,0.617,0.615,0.231,0.9,5.7,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.11199999999999999,-2.3,1.3,-1.1,0.1,0,26
Derrick Walton, LAC, PG,24,23,1,9.7,0.7,1.6, .472,0.4,0.9,0.429,0.3,0.7,0.5329999999999999,0.597,0.3,0.4,0.778,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8,2.2,24,248,8.7,0.617,0.615,0.231,0.9,5.7,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.11199999999999999,-2.3,1.3,-1.1,0.1,0,4
Derrick Walton, DET, PG,24,3,0,8.7,0.3,1.0, .333,0.3,1.0,0.33299999999999996,0.0,0.0,,0.5,0.0,0.0,,0.0,0.3,0.3,1.7,1.0,0.0,0.3,0.7,1.0,24,248,8.7,0.617,0.615,0.231,0.9,5.7,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.11199999999999999,-2.3,1.3,-1.1,0.1,0,26
Brad Wanamaker, BOS, PG,30,63,1,19.3,2.2,5.0, .428,0.5,1.4,0.36700000000000005,1.6,3.6,0.452,0.48,1.7,1.8,0.9309999999999999,0.3,1.7,2.0,2.5,0.8,0.2,1.1,1.9,6.6,30,1215,11.8,0.56,0.28300000000000003,0.365,1.7,9.2,5.5,17.6,2.1,0.9,15.9,15.4,1.2,1.5,2.7,0.10800000000000001,-2.5,1.2,-1.3,0.2,0,5
T.J. Warren, IND, SF,26,61,61,32.5,7.5,14.2, .529,1.1,3.0,0.375,6.4,11.2,0.5710000000000001,0.569,2.5,3.0,0.812,1.0,3.0,4.0,1.4,1.1,0.4,1.3,2.8,18.7,26,1984,17.2,0.599,0.212,0.214,3.4,10.0,6.7,6.8,1.7,1.2,7.5,22.8,3.1,2.2,5.3,0.129,0.4,-0.2,0.2,1.1,0,11
P.J. Washington, CHO, PF,21,58,57,30.3,4.6,10.2, .455,1.5,4.0,0.374,3.1,6.2,0.507,0.528,1.5,2.3,0.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2,21,1759,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.4,2.0,0.054000000000000006,-1.7,0.1,-1.6,0.2,0,23
Yuta Watanabe, MEM, SG,25,16,0,6.2,0.8,1.8, .414,0.2,0.5,0.375,0.6,1.3,0.429,0.466,0.2,0.5,0.375,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.6,1.9,25,99,9.5,0.461,0.276,0.276,6.5,11.4,9.0,5.3,2.4,0.9,5.8,14.5,0.0,0.1,0.1,0.047,-3.6,1.0,-2.6,0.0,0,14
Tremont Waters, BOS, PG,22,10,0,8.9,1.2,3.5, .343,0.3,1.7,0.17600000000000002,0.9,1.8,0.5,0.386,0.6,0.6,1.0,0.0,0.9,0.9,1.2,0.5,0.2,1.0,1.1,3.3,22,89,6.5,0.43799999999999994,0.486,0.171,0.0,10.7,5.4,18.8,2.7,2.1,21.0,22.9,-0.2,0.1,-0.1,-0.045,-6.6,0.1,-6.5,-0.1,0,5
Paul Watson, TOT, SF-SG,25,5,0,5.0,0.0,1.6, .000,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.2,0.4,0.5,0.0,0.8,0.8,1.0,0.2,0.2,0.0,0.2,0.2,25,25,-0.5,0.055999999999999994,0.5,0.25,0.0,17.0,8.5,23.9,1.9,3.9,0.0,14.8,-0.1,0.0,-0.1,-0.18100000000000002,-8.0,0.8,-7.3,0.0,0,3
Paul Watson, ATL, SG,25,2,0,8.5,0.0,3.5, .000,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,0.0,0.5,0.0,25,25,-0.5,0.055999999999999994,0.5,0.25,0.0,17.0,8.5,23.9,1.9,3.9,0.0,14.8,-0.1,0.0,-0.1,-0.18100000000000002,-8.0,0.8,-7.3,0.0,0,27
Paul Watson, TOR, SF,25,3,0,2.7,0.0,0.3, .000,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.7,0.5,0.0,0.7,0.7,0.7,0.0,0.3,0.0,0.0,0.3,25,25,-0.5,0.055999999999999994,0.5,0.25,0.0,17.0,8.5,23.9,1.9,3.9,0.0,14.8,-0.1,0.0,-0.1,-0.18100000000000002,-8.0,0.8,-7.3,0.0,0,3
Quinndary Weatherspoon, SAS, SG,23,3,0,5.0,0.0,1.0, .000,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,23,15,-5.1,0.0,0.33299999999999996,0.0,0.0,7.2,3.6,7.7,0.0,0.0,0.0,8.7,-0.1,0.0,-0.1,-0.19699999999999998,-9.1,-6.0,-15.1,-0.1,0,20
Russell Westbrook, HOU, PG,31,53,53,35.9,10.7,22.6, .474,1.0,3.8,0.254,9.8,18.8,0.518,0.495,5.1,6.5,0.777,1.8,6.3,8.0,7.0,1.7,0.3,4.5,3.5,27.5,31,1905,21.5,0.539,0.168,0.289,5.1,18.4,11.7,35.0,2.1,0.8,14.9,34.4,2.1,2.3,4.3,0.109,1.9,-0.1,1.8,1.8,1,10
Coby White, CHI, SG,19,65,1,25.8,4.8,12.2, .394,2.0,5.8,0.354,2.8,6.4,0.43,0.478,1.6,2.0,0.7909999999999999,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2,19,1674,11.9,0.506,0.475,0.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,-0.4,1.4,0.9,0.026000000000000002,-1.2,-1.6,-2.8,-0.3,0,24
Derrick White, SAS, SG,25,61,13,24.1,3.5,7.6, .459,0.9,2.6,0.35600000000000004,2.6,5.0,0.513,0.52,2.5,2.9,0.857,0.5,2.7,3.2,3.4,0.6,0.9,1.2,2.2,10.4,25,1468,15.9,0.585,0.345,0.377,2.2,12.0,7.1,19.5,1.3,3.3,12.2,18.2,2.5,0.9,3.4,0.11,0.7,0.2,0.9,1.1,0,20
Hassan Whiteside, POR, C,30,61,61,31.3,6.9,11.1, .618,0.1,0.1,0.5710000000000001,6.8,11.0,0.619,0.621,2.5,3.7,0.68,4.0,10.2,14.2,1.2,0.4,3.1,1.9,2.9,16.3,30,1911,25.0,0.6409999999999999,0.01,0.33299999999999996,13.4,33.4,23.6,6.0,0.6,8.3,13.1,19.8,5.1,3.0,8.1,0.204,2.5,0.7,3.2,2.5,0,17
Andrew Wiggins, TOT, SF-SG,24,54,54,34.4,8.1,18.1, .447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.7090000000000001,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8,24,1858,16.4,0.536,0.342,0.27399999999999997,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,0.9,1.1,1.9,0.05,1.1,-1.5,-0.3,0.8,0,30
Andrew Wiggins, MIN, SF,24,42,42,34.6,8.4,18.8, .444,2.2,6.5,0.331,6.2,12.3,0.505,0.502,3.5,4.9,0.72,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4,24,1858,16.4,0.536,0.342,0.27399999999999997,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,0.9,1.1,1.9,0.05,1.1,-1.5,-0.3,0.8,0,28
Andrew Wiggins, GSW, SG,24,12,12,33.6,7.2,15.7, .457,1.7,4.9,0.33899999999999997,5.5,10.8,0.512,0.511,3.4,5.1,0.672,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2,19.4,24,1858,16.4,0.536,0.342,0.27399999999999997,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,0.9,1.1,1.9,0.05,1.1,-1.5,-0.3,0.8,0,30
Grant Williams, BOS, PF,21,62,5,15.6,1.3,3.1, .417,0.3,1.4,0.247,1.0,1.7,0.551,0.47100000000000003,0.6,0.8,0.725,0.9,1.7,2.7,1.0,0.5,0.5,0.7,2.4,3.5,21,970,8.0,0.508,0.44299999999999995,0.266,6.5,11.7,9.1,8.3,1.4,3.1,17.7,11.5,0.2,1.3,1.5,0.075,-4.0,1.4,-2.6,-0.1,0,5
Johnathan Williams, WAS, C,24,11,5,12.3,1.5,2.3, .640,0.0,0.2,0.0,1.5,2.1,0.696,0.64,0.3,0.5,0.6,1.4,2.5,3.9,0.5,0.1,0.5,0.4,1.0,3.2,24,135,14.4,0.643,0.08,0.2,11.7,23.7,17.5,5.9,0.3,3.9,12.8,9.6,0.3,0.1,0.3,0.11599999999999999,-0.5,-1.3,-1.8,0.0,0,22
Kenrich Williams, NOP, PF,25,35,18,22.3,1.4,4.1, .343,0.7,2.7,0.26,0.7,1.3,0.511,0.43,0.3,0.7,0.375,1.4,3.7,5.1,1.5,0.7,0.6,0.6,2.3,3.8,25,779,7.6,0.43,0.6709999999999999,0.168,6.6,17.5,12.0,8.3,1.5,2.2,12.0,9.2,0.1,0.8,0.8,0.052000000000000005,-3.3,1.0,-2.3,-0.1,0,18
Lou Williams, LAC, SG,33,60,8,29.3,6.1,14.7, .416,1.8,4.9,0.363,4.3,9.8,0.442,0.47600000000000003,4.6,5.4,0.863,0.5,2.6,3.1,5.7,0.7,0.2,2.9,1.3,18.7,33,1757,17.2,0.546,0.33399999999999996,0.365,1.7,9.1,5.5,29.9,1.1,0.5,14.4,28.3,2.2,1.7,3.9,0.107,2.1,-1.4,0.8,1.2,0,4
Marvin Williams, TOT, PF,33,52,1,19.4,2.1,4.8, .442,1.0,2.8,0.361,1.1,2.0,0.552,0.546,0.9,1.0,0.87,0.4,2.5,2.8,1.1,0.7,0.5,0.5,1.8,6.1,33,1011,11.4,0.585,0.578,0.217,2.1,13.7,7.8,8.0,1.7,2.4,9.3,13.0,1.0,1.0,2.1,0.099,-1.7,1.0,-0.7,0.3,0,1
Marvin Williams, CHO, PF,33,41,1,19.7,2.3,5.1, .448,1.1,2.9,0.376,1.2,2.3,0.5379999999999999,0.552,1.0,1.2,0.86,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7,33,1011,11.4,0.585,0.578,0.217,2.1,13.7,7.8,8.0,1.7,2.4,9.3,13.0,1.0,1.0,2.1,0.099,-1.7,1.0,-0.7,0.3,0,23
Marvin Williams, MIL, PF,33,11,0,18.5,1.5,3.5, .410,0.7,2.5,0.29600000000000004,0.7,1.1,0.667,0.513,0.4,0.4,1.0,0.5,3.1,3.5,1.4,0.8,0.4,0.3,2.1,4.0,33,1011,11.4,0.585,0.578,0.217,2.1,13.7,7.8,8.0,1.7,2.4,9.3,13.0,1.0,1.0,2.1,0.099,-1.7,1.0,-0.7,0.3,0,1
Robert Williams, BOS, C,22,23,1,14.0,1.8,2.7, .677,0.0,0.0,,1.8,2.7,0.677,0.677,0.6,1.1,0.56,1.5,3.2,4.7,1.0,0.9,1.2,0.9,1.7,4.3,22,323,19.6,0.6709999999999999,0.0,0.40299999999999997,11.4,24.3,17.9,9.5,3.0,8.0,21.5,12.3,0.6,0.8,1.4,0.205,-0.6,4.4,3.8,0.5,0,5
Nigel Williams-Goss, UTA, PG,25,9,0,3.1,0.1,0.8, .143,0.0,0.2,0.0,0.1,0.6,0.2,0.14300000000000002,0.2,0.2,1.0,0.2,0.3,0.6,0.6,0.1,0.1,0.2,0.2,0.4,25,28,5.7,0.254,0.28600000000000003,0.28600000000000003,8.2,11.2,9.8,22.3,1.7,3.0,20.2,15.5,-0.1,0.0,0.0,-0.045,-5.1,1.1,-3.9,0.0,0,7
Zion Williamson, NOP, PF,19,19,19,29.7,9.1,15.4, .589,0.3,0.7,0.462,8.7,14.7,0.595,0.599,5.2,8.0,0.645,2.9,3.9,6.8,2.2,0.8,0.5,2.7,1.7,23.6,19,565,24.2,0.624,0.045,0.521,10.2,13.9,12.0,12.6,1.3,1.3,12.4,29.6,1.3,0.4,1.8,0.149,3.5,-1.1,2.4,0.6,0,18
D.J. Wilson, MIL, PF,23,31,0,9.0,1.3,3.3, .396,0.5,1.8,0.255,0.8,1.5,0.565,0.465,0.2,0.3,0.667,0.3,1.9,2.2,0.7,0.1,0.2,0.5,0.8,3.2,23,280,8.4,0.47600000000000003,0.545,0.08900000000000001,3.8,19.3,12.0,10.3,0.3,1.6,12.5,17.7,-0.2,0.5,0.3,0.055,-3.9,0.3,-3.6,-0.1,0,1
Justise Winslow, MIA, SF,23,11,5,32.0,4.5,11.7, .388,0.5,2.5,0.222,4.0,9.3,0.431,0.41100000000000003,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3,23,352,8.6,0.44,0.209,0.209,5.3,17.4,11.6,18.6,1.0,1.4,14.6,20.7,-0.4,0.4,0.0,-0.003,-3.5,-0.1,-3.5,-0.1,0,8
Christian Wood, DET, PF,24,62,12,21.4,4.6,8.2, .567,0.9,2.3,0.386,3.8,5.9,0.636,0.62,2.9,3.9,0.7440000000000001,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1,24,1325,23.2,0.659,0.276,0.47600000000000003,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,3.6,1.5,5.1,0.184,3.5,-0.3,3.1,1.7,0,26
Delon Wright, DAL, SG,27,65,5,21.7,2.8,5.9, .470,0.7,1.8,0.385,2.1,4.1,0.508,0.529,1.1,1.4,0.789,1.0,3.0,4.0,3.4,1.2,0.3,1.0,1.3,7.3,27,1412,16.1,0.563,0.307,0.23600000000000002,5.0,14.0,9.6,21.2,2.6,1.3,13.9,14.8,2.6,1.8,4.3,0.14800000000000002,0.4,2.0,2.4,1.6,0,13
Justin Wright-Foreman, UTA, PG,22,1,0,2.0,0.0,0.0, ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,-6.1,-0.9,-7.0,0.0,0,7
Thaddeus Young, CHI, PF,31,64,16,24.9,4.2,9.4, .448,1.2,3.5,0.35600000000000004,3.0,5.9,0.501,0.513,0.7,1.1,0.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3,31,1591,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.057999999999999996,-1.4,0.2,-1.1,0.4,0,24
Trae Young, ATL, PG,21,60,60,35.3,9.1,20.8, .437,3.4,9.5,0.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6,21,2120,23.9,0.595,0.455,0.44799999999999995,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.4,0.5,5.9,0.134,6.3,-2.3,4.0,3.2,1,27
Cody Zeller, CHO, C,27,58,39,23.1,4.3,8.3, .524,0.3,1.3,0.24,4.0,7.0,0.5770000000000001,0.5429999999999999,2.1,3.1,0.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1,27,1341,18.8,0.5760000000000001,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2.4,1.2,3.6,0.129,0.2,-0.8,-0.6,0.5,0,23
Ante Žižić, CLE, C,23,22,0,10.0,1.9,3.3, .569,0.0,0.0,,1.9,3.3,0.569,0.569,0.6,0.9,0.737,0.8,2.2,3.0,0.3,0.3,0.2,0.5,1.2,4.4,23,221,16.4,0.597,0.0,0.264,9.0,24.4,16.6,4.2,1.5,1.9,11.1,17.5,0.3,0.2,0.5,0.106,-1.7,-1.5,-3.2,-0.1,0,29
Ivica Zubac, LAC, C,22,64,62,18.1,3.2,5.3, .601,0.0,0.0,0.0,3.2,5.2,0.605,0.601,1.7,2.2,0.759,2.6,4.6,7.2,1.1,0.2,0.9,0.8,2.3,8.0,22,1156,21.0,0.642,0.006,0.42,15.2,25.7,20.6,8.7,0.5,4.6,11.8,16.2,3.6,2.0,5.6,0.231,1.5,1.0,2.5,1.3,0,4
